Product Name,Sales,Profit
Hon Every-Day Series Multi-Task Chairs,751.92,150.384
Hon Olson Stacker Stools,887.103,177.4206
Mediabridge Sport Armband iPhone 5s,55.944,-13.2867
Sanford Liquid Accent Highlighters,10.688,2.2712
"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",11.824,1.0346
Easy-staple paper,63.312,20.5764
GBC VeloBinder Electric Binding Machine,96.784,-145.176
Dax Clear Box Frame,10.476,-6.8094
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",9.762,-6.8334
"Global High-Back Leather Tilter, Burgundy",196.784,-22.1382
"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",47.98,23.99
Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,13.05,6.003
Memorex Micro Travel Drive 16 GB,63.96,19.8276
APC 7 Outlet Network SurgeArrest Surge Protector,80.48,24.144
"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",11.673,-7.782
Laminate Occasional Tables,863.128,-160.2952
Storex Dura Pro Binders,3.564,-6.237
O'Sullivan Plantations 2-Door Library in Landvery Oak,956.6648,-225.0976
Premium Transparent Presentation Covers by GBC,12.588,-20.1408
Logitech Wireless Headset H600 Over-The-Head Design,171.96,45.1395
"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",871.4,148.138
Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,692.472,190.4298
"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",207.76,85.1816
PayAnywhere Card Reader,71.928,6.2937
"BOSTON Ranger #55 Pencil Sharpener, Black",25.99,7.5371
Avery Non-Stick Binders,3.592,1.1225
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",48.632,-121.58
Fellowes Super Stor/Drawer Files,323.1,61.389
"3D Systems Cube Printer, 2nd Generation, Magenta",9099.93,2365.9818
Stacking Trays by OIC,9.96,3.2868
Wilson Jones Standard D-Ring Binders,25.3,11.891
"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",11.36,5.2256
"Safco Chair Connectors, 6/Carton",69.264,14.6224
Avery 487,3.69,1.7343
Ibico Ibimaster 300 Manual Binding System,1103.97,496.7865
O'Sullivan Manor Hill 2-Door Library in Brianna Oak,246.1328,-76.0116
Self-Adhesive Address Labels for Typewriters by Universal,11.696,3.9474
Sharp 1540cs Digital Laser Copier,439.992,164.997
Carina Double Wide Media Storage Towers in Natural & Black,64.784,-12.9568
GBC Twin Loop Wire Binding Elements,33.28,-49.92
Things To Do Today Pad,14.088,4.9308
Newell 314,11.16,2.79
Bevis 36 x 72 Conference Tables,896.328,22.4082
Harmony Air Purifier,189.0,68.04
Nokia Lumia 521 (T-Mobile),53.982,-10.7964
KI Conference Tables,177.225,-120.513
"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",129.39,54.3438
"Rogers Jumbo File, Granite",54.32,0.543199999999999
Samsung Galaxy Mega 6.3,4367.896,327.5922
"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",49.568,15.49
Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,161.376,12.1032
"Eldon Regeneration Recycled Desk Accessories, Smoke",2.784,0.4176
"Ampad Evidence Wirebond Steno Books, 6"" x 9""",8.72,2.943
Faber Castell Col-Erase Pencils,3.912,1.0269
Laser & Ink Jet Business Envelopes,59.752,19.4194
Tenex Chairmats For Use With Carpeted Floors,63.92,3.196
Vtech CS6719,383.96,38.396
Recycled Pressboard Report Cover with Reinforced Top Hinge,7.752,2.8101
GBC Premium Transparent Covers with Diagonal Lined Pattern,33.568,11.7488
Polycom SoundPoint Pro SE-225 Corded phone,666.344,66.6344
"Bevis Round Conference Table Top, X-Base",573.728,-64.5444
Cardinal EasyOpen D-Ring Binders,21.936,8.226
Xerox 2000,19.44,9.3312
Hewlett-Packard Deskjet D4360 Printer,447.968,139.99
Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,16.78,4.195
Staples in misc. colors,20.96,5.24
"GBC Velobind Prepunched Cover Sets, Regency Series",88.752,27.735
Tennsco Regal Shelving Units,304.23,9.12689999999999
Airmail Envelopes,167.86,78.8942
DAX Wood Document Frame.,82.38,25.5378
Mediabridge Sport Armband iPhone 5s,23.976,-5.6943
Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,33.29,7.9896
GBC Standard Therm-A-Bind Covers,14.952,-11.9616
Google Nexus 5,323.982,-80.9955
Acco Hanging Data Binders,2.286,-1.6764
Newell 315,14.352,0.897
Belkin F8E887 USB Wired Ergonomic Keyboard,71.976,0.899699999999996
"Dixon Ticonderoga Maple Cedar Pencil, #2",9.21,2.3025
"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",18.0,8.28
"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",42.93,19.3185
Xerox 208,15.552,5.4432
Hoover Portapower Portable Vacuum,17.92,1.12
Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,6.7966
Avery Metallic Poly Binders,22.92,8.022
Memorex Micro Travel Drive 4 GB,50.88,14.628
"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",27.312,9.2178
#6 3/4 Gummed Flap White Envelopes,7.92,2.772
Nu-Dell Float Frame 11 x 14 1/2,14.368,3.9512
Sony 64GB Class 10 Micro SDHC R40 Memory Card,107.97,22.6737
"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",113.82,53.4954
Xerox 217,5.184,1.8144
"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",16.28,6.512
Adjustable Depth Letter/Legal Cart,544.38,157.8702
"ACCOHIDE 3-Ring Binder, Blue, 1""",19.824,6.6906
Jawbone MINI JAMBOX Wireless Bluetooth Speaker,657.504,-131.5008
Logitech K350 2.4Ghz Wireless Keyboard,99.54,10.9494
Logitech Wireless Marathon Mouse M705,199.96,85.9828
Global Leather Executive Chair,631.782,140.396
DAX Two-Tone Silver Metal Document Frame,60.72,26.1096
GBC Recycled Grain Textured Covers,20.724,-15.1976
Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,415.872,-41.5872
Sterilite Officeware Hinged File Box,16.768,1.4672
Kingston Digital DataTraveler 32GB USB 2.0,27.12,-4.746
Jackery Bar Premium Fast-charging Portable Charger,95.84,34.742
Xerox 225,12.96,6.2208
Avery Durable Slant Ring Binders,19.008,-12.672
GBC Ibimaster 500 Manual ProClick Binding System,1598.058,-1065.372
Deluxe Chalkboard Eraser Cleaner,36.96,12.012
Xerox 21,10.368,3.6288
Electrix Halogen Magnifier Lamp,77.72,-66.062
GuestStacker Chair with Chrome Finish Legs,520.464,-14.8704
Easy-staple paper,111.96,54.8604
KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,29.16,8.4564
Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,131.94,35.6238
"BIC Brite Liner Highlighters, Chisel Tip",25.92,8.2944
Fellowes High-Stak Drawer Files,704.76,162.0948
Staples,7.41,3.4827
"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",21.5,7.095
Acco Hot Clips Clips to Go,10.528,3.29
Xerox 1927,20.544,6.42
Premium Transparent Presentation Covers by GBC,104.9,50.352
Prismacolor Color Pencil Set,39.68,16.2688
Avery 503,51.75,24.84
"Quartet Omega Colored Chalk, 12/Pack",11.68,5.4896
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",159.75,11.1825
Holmes 99% HEPA Air Purifier,103.968,16.8948
"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",303.25,63.6825
Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,270.72,78.5088
GuestStacker Chair with Chrome Finish Legs,1487.04,148.704
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,8.2156
"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",71.88,32.346
Boston 19500 Mighty Mite Electric Pencil Sharpener,60.45,16.3215
Balt Solid Wood Rectangular Table,253.176,-31.647
Avery Durable Binders,2.88,-4.464
O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,384.944,-126.4816
Pyle PMP37LED,153.584,13.4386
"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",913.43,-52.1959999999999
Staple holder,43.92,11.8584
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",25.032,7.8225
Xerox 1968,46.76,22.4448
"Sauder Camden County Collection Libraries, Planked Cherry Finish",183.968,-25.2956
Samsung Galaxy Mega 6.3,1259.97,327.5922
Boston KS Multi-Size Manual Pencil Sharpener,68.97,19.3116
Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,70.368,6.1572
"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",59.96,21.7355
Fellowes Neat Ideas Storage Cubes,25.984,-5.1968
Ibico Plastic Spiral Binding Combs,27.36,-21.888
Polycom SoundPoint IP 450 VoIP phone,361.376,27.1032
"Global High-Back Leather Tilter, Burgundy",172.186,-46.7362
"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",69.008,12.0764
"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",199.9,89.955
Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,901.95,297.6435
Electrix Halogen Magnifier Lamp,971.5,252.59
SANFORD Major Accent Highlighters,11.328,2.5488
SANFORD Major Accent Highlighters,21.24,8.0712
HP Standard 104 key PS/2 Keyboard,34.8,2.175
Acco Perma 4000 Stacking Storage Drawers,38.976,-2.436
"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",9.08,4.086
Xerox 189,314.55,150.984
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",4.91,2.3077
Staple-on labels,5.78,2.7166
Model L Table or Wall-Mount Pencil Sharpener,107.94,30.2232
"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",19.65,9.039
GE 2-Jack Phone Line Splitter,617.97,160.6722
"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",59.7,26.865
Fellowes PB300 Plastic Comb Binding Machine,387.99,182.3553
Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92,71.99
Staples,30.4,15.2
GBC Recycled Regency Composition Covers,478.24,219.9904
Eldon Cleatmat Plus Chair Mats for High Pile Carpets,190.848,-21.4704
Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,5.484,-4.0216
Acme Box Cutter Scissors,40.92,3.069
"BIC Brite Liner Highlighters, Chisel Tip",15.552,2.3328
"Acco Six-Outlet Power Strip, 4' Cord Length",17.24,4.4824
Hon 4-Shelf Metal Bookcases,302.94,75.735
QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,34.75,15.6375
Poly Designer Cover & Back,113.94,54.6912
Apple EarPods with Remote and Mic,55.98,15.6744
Southworth 25% Cotton Linen-Finish Paper & Envelopes,27.18,12.231
"Global Leather and Oak Executive Chair, Black",1805.88,523.7052
Boston Home & Office Model 2000 Electric Pencil Sharpeners,70.95,18.447
Advantus Plastic Paper Clips,20.0,9.6
Economy #2 Pencils,7.98,2.0748
Magna Visual Magnetic Picture Hangers,24.1,9.158
Boston 16750 Black Compact Battery Pencil Sharpener,8.75,2.625
Global Adaptabilities Conference Tables,842.94,160.1586
Heavy-Duty E-Z-D Binders,2.182,-3.6003
Newell 316,27.384,2.7384
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,26.406,-71.2962
Xerox 214,10.368,3.6288
"It's Hot Message Books with Stickers, 2 3/4"" x 5""",23.68,7.4
Plantronics Audio 995 Wireless Stereo Headset,109.95,36.2835
Fellowes Staxonsteel Drawer Files,965.85,135.219
Avery Hi-Liter Smear-Safe Highlighters,29.2,10.512
Xerox 192,32.4,15.552
"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35,36.8245
Xerox 1954,31.68,14.256
Wilson Jones Active Use Binders,29.12,14.2688
"File Shuttle II and Handi-File, Black",169.45,42.3625
Eldon 200 Class Desk Accessories,12.56,4.0192
Xerox 231,6.48,3.1104
Cameo Buff Policy Envelopes,186.69,87.7443
"Master Caster Door Stop, Brown",25.4,8.636
"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",43.96,20.6612
"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1279.165,225.735
Eldon Shelf Savers Cubes and Bins,27.92,0.558399999999999
Office Star - Ergonomically Designed Knee Chair,129.568,-12.9568
"Avery Durable Slant Ring Binders, No Labels",6.368,2.1492
Xerox 1891,244.55,114.9385
Martin Yale Chadless Opener Electric Letter Opener,1332.496,-299.8116
Dana Halogen Swing-Arm Architect Lamp,32.776,3.2776
"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",147.184,-29.4368
Lenovo 17-Key USB Numeric Keypad,54.384,1.3596
GBC DocuBind P50 Personal Binding Machine,76.776,-58.8616
Xerox 1992,14.352,5.2026
Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,209.792,26.224
"ACCOHIDE 3-Ring Binder, Blue, 1""",3.304,1.1151
"Crayola Anti Dust Chalk, 12/Pack",16.38,7.371
Ames Color-File Green Diamond Border X-ray Mailers,167.96,78.9412
O'Sullivan Plantations 2-Door Library in Landvery Oak,321.568,-16.0784
Xerox 214,12.96,6.2208
"Global Armless Task Chair, Royal Blue",128.058,-23.7822
"Global Wood Trimmed Manager's Task Chair, Khaki",63.686,-15.4666
Logitech G700s Rechargeable Gaming Mouse,239.976,65.9934
Riverside Furniture Stanwyck Manor Table Series,344.22,-189.321
Xerox 227,15.552,5.4432
G.E. Longer-Life Indoor Recessed Floodlight Bulbs,21.248,7.4368
Xerox 1928,8.448,2.64
Fellowes Recycled Storage Drawers,333.09,23.3163
Bevis 36 x 72 Conference Tables,248.98,54.7756
Xerox 190,24.9,11.703
Stockwell Push Pins,15.26,5.0358
Holmes 99% HEPA Air Purifier,43.32,14.2956
"Avery Durable Plastic 1"" Binders",43.584,15.7992
Xerox 1892,116.28,56.9772
Fellowes Black Plastic Comb Bindings,9.296,3.0212
Xerox 22,19.44,9.3312
Multicolor Computer Printout Paper,314.55,150.984
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",16.27,-25.2185
Stiletto Hand Letter Openers,69.12,-14.688
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",4.47,-7.8225
Chromcraft Round Conference Tables,418.296,5.2287
Sharp 1540cs Digital Laser Copier,659.988,109.998
"Master Caster Door Stop, Brown",8.128,1.4224
Xerox 214,36.288,12.7008
Hon Multipurpose Stacking Arm Chairs,909.72,-51.9839999999999
"Bush Andora Bookcase, Maple/Graphite Gray Finish",917.9235,75.5936999999999
Xerox 1930,38.88,19.0512
GBC DocuBind 300 Electric Binding Machine,631.176,-462.8624
Xerox 211,12.96,6.2208
Xerox 227,12.96,6.2208
"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",23.2,8.12
Xerox 225,25.92,9.072
Staples,21.312,7.1928
Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,173.656,17.3656
Avanti 4.4 Cu. Ft. Refrigerator,361.96,101.3488
Sony 32GB Class 10 Micro SDHC R40 Memory Card,62.85,13.1985
Cisco Unified IP Phone 7945G VoIP phone,818.376,51.1485
Tennsco Commercial Shelving,20.34,0.203399999999998
"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,5.5177
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.288,-6.42330000000003
3M Polarizing Light Filter Sleeves,37.3,17.158
"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",81.96,39.3408
"Premier Elliptical Ring Binder, Black",54.792,-40.1808
"Tenex Personal Project File with Scoop Front Design, Black",10.784,0.808799999999999
Global Executive Mid-Back Manager's Chair,290.98,75.6548
Dixon Ticonderoga Core-Lock Colored Pencils,36.44,12.0252
"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",21.4,10.058
"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",48.664,15.8158
BIC Brite Liner Highlighters,16.56,6.9552
"24 Capacity Maxi Data Binder Racks, Pearl",1347.52,84.2199999999999
Enermax Briskie RF Wireless Keyboard and Mouse Combo,62.31,22.4316
"Master Caster Door Stop, Brown",20.32,6.9088
Staples,9.432,3.0654
Avery 499,34.86,16.0356
Tensor Computer Mounted Lamp,89.34,24.1218
Avaya 5420 Digital phone,269.98,67.495
Southworth 25% Cotton Premium Laser Paper and Envelopes,99.9,47.952
DAX Solid Wood Frames,39.08,14.4596
Memorex Micro Travel Drive 32 GB,116.832,33.5892
Binder Posts,2.296,-3.9032
Hon GuestStacker Chair,408.006,72.5344
"Tenex Personal Project File with Scoop Front Design, Black",40.44,10.5144
"Global Deluxe Stacking Chair, Gray",122.352,13.7646
"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15.28,7.4872
Xerox 1974,11.96,5.8604
"Master Big Foot Doorstop, Beige",15.84,4.9104
GBC VeloBinder Manual Binding System,86.376,30.2316
Zebra Zazzle Fluorescent Highlighters,18.24,6.202
Crayola Colored Pencils,13.12,4.3296
i.Sound Portable Power - 8000 mAh,105.98,1.0598
"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",493.92,-28.224
Storex DuraTech Recycled Plastic Frosted Binders,5.936,-8.904
Multimedia Mailers,325.86,149.8956
"Global Push Button Manager's Chair, Indigo",383.607,-5.48010000000002
Geemarc AmpliPOWER60,148.48,16.704
Vtech CS6719,537.544,53.7544
Tuff Stuff Recycled Round Ring Binders,1.928,-2.9884
Newell 32,6.912,0.6912
"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",7.76,-2.134
GE 2-Jack Phone Line Splitter,659.168,49.4376
Avery 5,5.76,2.8224
Bevis Round Conference Table Top & Single Column Base,351.216,4.39019999999998
Bevis Steel Folding Chairs,230.28,23.028
Xerox 1927,12.84,5.778
Flexible Leather- Look Classic Collection Ring Binder,56.82,28.41
Staples,31.56,14.202
Eldon Shelf Savers Cubes and Bins,27.92,0.558399999999999
Lock-Up Easel 'Spel-Binder',8.559,-6.5619
Staple envelope,49.568,17.9684
"Global Value Mid-Back Manager's Chair, Gray",127.869,-9.13350000000001
Tyvek Side-Opening Peel & Seel Expanding Envelopes,271.44,122.148
Jensen SMPS-640 - speaker phone,110.352,8.2764
"Master Caster Door Stop, Large Brown",36.4,13.832
"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",419.136,-57.6312
Acco Perma 3000 Stacking Storage Drawers,100.704,-1.2588
Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,45.216,4.5216
"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",28.782,-21.1068
"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",24.448,8.8624
Wilson Jones Leather-Like Binders with DublLock Round Rings,10.476,-17.2854
"Executive Impressions 13"" Chairman Wall Clock",76.14,26.649
SANFORD Major Accent Highlighters,21.24,8.0712
GBC DocuBind P50 Personal Binding Machine,127.96,60.1412
Brother DCP1000 Digital 3 in 1 Multifunction Machine,479.984,89.997
Jabra SPEAK 410,657.93,184.2204
Westinghouse Clip-On Gooseneck Lamps,33.48,8.7048
Newell 333,13.9,3.614
Fellowes Desktop Hanging File Manager,26.86,6.715
GBC Personal VeloBind Strips,9.584,3.3544
Vinyl Sectional Post Binders,113.1,56.55
Xerox 1956,65.78,32.2322
Microsoft Sculpt Comfort Mouse,239.7,105.468
Nu-Dell Oak Frame,25.632,3.8448
Avery 487,23.616,7.9704
Newell Chalk Holder,8.26,3.7996
"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",76.58,38.29
Nontoxic Chalk,8.8,4.224
GBC Therma-A-Bind 250T Electric Binding System,590.352,206.6232
"Super Bands, 12/Pack",5.58,0.1674
Document Clip Frames,25.02,10.5084
Space Solutions Commercial Steel Shelving,452.55,22.6275
Fiskars Home & Office Scissors,17.76,4.9728
Mitel 5320 IP Phone VoIP phone,302.384,30.2384
"Global Armless Task Chair, Royal Blue",146.352,-5.48820000000001
"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",7.9,2.054
Bretford Rectangular Conference Table Tops,902.712,33.8517000000001
Model L Table or Wall-Mount Pencil Sharpener,53.97,15.1116
"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",33.92,13.2288
Acme Stainless Steel Office Snips,21.81,5.8887
Acco 6 Outlet Guardian Premium Plus Surge Suppressor,91.6,26.564
"Global Manager's Adjustable Task Chair, Storm",150.98,43.7842
"White Envelopes, White Envelopes with Clear Poly Window",137.25,63.135
"Acco Banker's Clasps, 5 3/4""-Long",11.52,5.4144
Xerox 1991,18.272,5.9384
Xerox 1937,153.728,53.8048
Security-Tint Envelopes,12.224,4.4312
Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,167.944,50.3832
Panasonic Kx-TS550,45.99,13.3371
"Hot File 7-Pocket, Floor Stand",535.41,160.623
"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",6.096,2.0574
Xerox 219,45.36,21.7728
Eldon Wave Desk Accessories,47.12,20.7328
XtraLife ClearVue Slant-D Ring Binders by Cardinal,31.36,15.68
Newell 345,47.616,3.5712
Things To Do Today Pad,23.48,8.218
"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",62.79,-166.3935
Advantus Map Pennant Flags and Round Head Tacks,28.44,4.266
Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,134.376,6.71880000000001
Polycom VoiceStation 500 Conference phone,589.9,147.475
Global Ergonomic Managers Chair,542.94,141.1644
Hewlett Packard LaserJet 3310 Copier,2879.952,1007.9832
Vinyl Sectional Post Binders,90.48,33.93
"Personal Filing Tote with Lid, Black/Gray",77.55,21.714
Staple remover,8.832,-1.9872
Xerox 1888,177.536,62.1376
Fellowes Super Stor/Drawer Files,258.48,-3.23099999999999
Eldon Wave Desk Accessories,14.136,4.2408
"Tenex File Box, Personal Filing Tote with Lid, Black",77.55,20.163
Eldon Simplefile Box Office,24.88,6.9664
"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",140.75,39.41
Portable Personal File Box,36.63,9.8901
"DAX Cubicle Frames, 8-1/2 x 11",17.14,6.1704
Avery 473,51.75,24.84
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",123.96,11.1564
Sauder Camden County Collection Library,586.398,34.494
Carina Double Wide Media Storage Towers in Natural & Black,80.98,3.2392
Carina Double Wide Media Storage Towers in Natural & Black,242.94,9.71759999999999
"Boston School Pro Electric Pencil Sharpener, 1670",123.92,33.4584
Newell Chalk Holder,12.39,5.6994
Boston Home & Office Model 2000 Electric Pencil Sharpeners,47.3,12.298
Canon PC-428 Personal Copier,1599.92,751.9624
#10 Self-Seal White Envelopes,11.09,5.4341
Storex Flexible Poly Binders with Double Pockets,3.168,-2.5344
Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,579.136,-28.9567999999999
Ibico Presentation Index for Binding Systems,6.368,2.1492
Okidata C331dn Printer,558.4,41.88
"Global Geo Office Task Chair, Gray",145.764,-8.09800000000002
"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",13.62,6.129
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,434.646,62.7822
Xerox 1917,440.19,206.8893
Martin-Yale Premier Letter Opener,64.4,1.932
Xerox 1891,244.55,114.9385
Xerox 1942,195.76,97.88
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",11.76,5.7624
Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,166.45,39.948
"Acco Banker's Clasps, 5 3/4""-Long",2.88,1.3536
Eldon Portable Mobile Manager,45.248,3.9592
"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",59.904,14.2272
"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",23.696,6.5164
Xerox 1897,7.968,2.8884
"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",18.2,2.0475
SanDisk Cruzer 16 GB USB Flash Drive,27.552,-0.344400000000005
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",844.116,-36.1764
Fellowes Bankers Box Stor/Drawer Steel Plus,76.752,-9.594
Avery 480,3.0,1.05
Acco Suede Grain Vinyl Round Ring Binder,7.506,-6.0048
"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",16.56,5.796
24-Hour Round Wall Clock,79.92,34.3656
Logitech Media Keyboard K200,69.98,13.2962
Avery Durable Poly Binders,11.06,-18.802
"Sauder Mission Library with Doors, Fruitwood Finish",623.4648,-119.1918
Fellowes Staxonsteel Drawer Files,772.68,-57.951
Honeywell Quietcare HEPA Air Cleaner,283.14,72.358
ClearOne Communications CHAT 70 OC Speaker Phone,635.96,165.3496
Polycom SoundPoint Pro SE-225 Corded phone,118.99,33.3172
Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94,30.0234
"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",15.008,1.5008
GBC Wire Binding Combs,33.088,11.1672
Carina Double Wide Media Storage Towers in Natural & Black,80.98,3.2392
Imation 30456 USB Flash Drive 8GB,82.8,6.624
Staple magnet,21.36,5.7672
"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",62.048,20.1656
Acco Hot Clips Clips to Go,29.61,13.3245
Jabra Supreme Plus Driver Edition Headset,863.928,86.3928
"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",241.92,-56.448
O'Sullivan 5-Shelf Heavy-Duty Bookcases,163.88,-81.94
Fellowes Black Plastic Comb Bindings,3.486,-2.7888
Revere Boxed Rubber Bands by Revere,10.584,-2.3814
Panasonic KX TS208W Corded phone,440.91,123.4548
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",5.715,-4.7625
"Computer Room Manger, 14""",51.968,10.3936
Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,71.976,21.5928
Global Low Back Tilter Chair,242.352,-42.4116
Xerox 1888,221.92,77.672
Xerox 1954,8.448,2.64
GBC Plastic Binding Combs,29.52,14.4648
Hon Valutask Swivel Chairs,302.94,48.4704
Harbour Creations 67200 Series Stacking Chairs,142.36,38.4372
"Global Value Steno Chair, Gray",546.66,136.665
"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",212.13,14.8491
Newell 348,5.248,0.590399999999999
Safco Commercial Shelving,74.416,-14.8832
Xerox 1927,6.848,2.14
Telescoping Adjustable Floor Lamp,7.996,-6.9965
Holmes HEPA Air Purifier,8.712,-19.602
Acme Forged Steel Scissors with Black Enamel Handles,65.17,18.8993
Avery 519,14.62,6.8714
Eldon Advantage Chair Mats for Low to Medium Pile Carpets,173.24,17.324
GBC DocuBind TL200 Manual Binding Machine,895.92,302.373
"Trav-L-File Heavy-Duty Shuttle II, Black",130.71,39.213
Newell 328,11.68,3.0368
Enermax Briskie RF Wireless Keyboard and Mouse Combo,62.31,22.4316
Avery Round Ring Poly Binders,0.852,-0.5964
Xerox 224,36.288,12.7008
"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",56.568,-74.9526
